Insult,Date,Comment
0,,"""I have a friend who lives in Thailand.  This bomber was trying to blow up a school full of INNOCENT children!  He got his legs blown off as a result of his (thankfully) failed attempt."""
1,20120320132142Z,"""you are retarded"""
0,20120528181219Z,"""Must be nice having umps on your team."""
0,,"""I love news such as this because it scares off all of the trolls. Even they will not try to defend something so blatantly wrong. Then again, logic doesn't apply for them so there will probably be one on here soon. Who do they think has an extra $20,000 sitting around to donate to them? We aren't all Soros. Why don't they suck his resources dry before they go after my pittance?"""
1,20120528004538Z,"""@FUCK:disqus\xa0YOU CNN FAGGOTS."""
0,20120610145630Z,"""FUCK OTR"""
0,20120528234444Z,"""Let's see your girl's set."""
0,,"""Panetta is kissing Obamas ass,he'll do what ever this loser President tells him to do,Obama is trying to destroy America,cutting back on defence is a good way to have our enemys attack us,he wants to save some money so he can spend it on radical programs he has dreamed up ,like forcing Catholics to go against their faith,and now he says it's over,no more debate,like he's the King of America and want he says is law,he thinks all Americans are stupid,he's the only one who knows how to\\xc2\\xa0help us,but there's an election coming up and it looks bad for B.O.if the voters don't get this joker out of office we're doomed as a nation."""
0,20120527164622Z,"""egypt will either have an Islamist or a high up from the last dictatorship as president, either way democracy won't last long"""
0,20120619194129Z,"""@Rourke needs to give me a fucking like\xa0you mean Polenta?"""
0,20120620002041Z,"""Then it's a duck, not a Fascist. Good thing liberals don't hunt, or the country would be run by Donald Duck while conservatives would be served up with gravy and potatoes. Assuming, of course, that these hyper-urbanized fops didn't pull an Elmer and wind up shooting their own beaks off."""
1,20120612042441Z,"""Or a flaming queen like Gheyrooster!"""
0,20120610074001Z,"""i just remembered the two countries called SODOM AND GOMORRAH, AND I WILL LIKE YOU TO ALSO REMEMBER IT EVEN NOW, BCOS THAT SAME GOD NEVER CHANGE!"""
0,20120620163649Z,"""Co je to za stupidn\xed ot\xe1zka !!!!\nTo nen\xed nic lep\u0161\xedho, praktick\xe9ho, aktu\xe1ln\u011bj\u0161\xedho,kritick\xe9ho,moralizuj\xedc\xedho atd.........\nBernard z Moravy"""
0,,"""Definition of WRESTLING stupidity...take the most gifted and technically sound female WRESTLER you have and make a joke of her in a backstage skit about farting. Am I the only person that thinks it's time for a mass firing in the Creative Team much like WWE does with their talent that aren't performing to expectations? If it happened 3 times a year with the staff like it does with the talent you can pretty much guarantee these guys would get their heads out of their asses and put better material on TV than this."""
0,20120611200435Z,"""Oh Sally, take your medicine"""
1,20120609231442Z,"""fuck off, fucking pathetic bitch, too much to say for yourself.google it."""
0,,"""i\\'m directing this comment only to the my fellow chelsea supporters.\\n\\ni for once agree with AVB. I think he should be strict with these big name players. If you are manager of this team you need to be strict. Avram Grant was too soft. Scolari too soft. Ancelotti in his 2nd year too soft. Are they still our manager... no. By time we have a manager that does things his own way and not play to their tune. At least he can (if he is sacked) say he did things his way, unlike the other scared managers afraid to touch drogba, anelka, lampard and Terry. Too long have these ""big personality"" players rule Chelsea. Remember in the 3rd season of Jose\\'s reign when we lost the league to untd, early that season Drogba wanted to leave as he was sulking most of the champions previous 2 years and after Jose left, he sulked even more causing lot of negativity in the camp. OH and remember the champs final the sent off AND ANELKA\\'S MISSED PENALTY????? then the next year Scolari became manager he sulked even more and caused again negativity in the team. my point is when he doesn\\'t sulk we win things. Players like Drogba, Malouda, Anelka, Lampard and Terry get paid lots of money per week to be professional and to give their best. CLEARLY AND THEIR SHOULD BE NO ARGUAMENTS FROM CHELSEA SUPPORTERS WHEN I SAY NONE OF THESE PLAYERS THIS YEAR ARE PERFORMING WELL ENOUGH TO BE IN 1ST TEAM YET THEY ARE DEMANDING FIRST TEAM ACTION. MALOUDA IS A WAISTE OF TIME, MONEY AND A PLACE IN THE TEAM. If this was Sir Alex instead of AVB then Man untd fans would have supported him, i\\'m asking, can we not do the same with AVB. I\\'m a big fan of Jose, but i think AVB is perfect for Chelsea as soon as the older players leave in the summer we will see the true CHELSEA.. We are set to buy Willian, Hazard, Christensen and Neymar. Players such as Paizon coming through next season. IMAGINE THE FOLLOWING SQUAD FOR NEXT SEASON.\\n\\n                                      TORRES - STURRIDGE- NEYMAR\\n\\nMATA  -  ESSIEN- ROMEU -   RAMIREZ - PAIZON -MEIRELES -  HAZARD WILLIAN\\n\\n                                     COLE- CAHILL-TERRY-LUIZ-IVANOVIC\\n\\n                                                           CECH\\n\\ncome on i know you are smiling as a chelsea fan and i know you are worried as a non chelsea fan. GO AVB!!!!!!"""
0,20120502140507Z,"""Get Gungnir and Growlanser: Wayfarer of Time and you'll be touching your PSP all summer."""
0,,"""@gdlow The fact that he was picked in the 7th round should have no bearing on the decision. He was stuck behind JaMarcus Russell for three years and his stock drop was strange to say the least. Irrelevant through, you have to look at the fact that he worked with one of the game's best QBs and best QB coaches for 4 years. Not to mention that Philbin knows how to make him succeed."""
0,20120609164437Z,"""Other than the old USSR, is there really a more secretive government that that of the U. S.?"""
0,20120619210722Z,"""@MattWestcott\xa0funny because Apple employees (me) are told to say OS TEN...not OS X like you are trying to elude to. in fact, OS ""EX"" is frowned upon in dialog. bitch harder about things you actually know about. oh and you're wrong about the Star Wars thing too."""
0,20120618200142Z,"""Jesus Christ, Powell [Caleb/Colin], he [Dylan Grey]\xa0could be a fucking bartender for all we know."""
0,20120618192848Z,"""If Romney gets a\xa0first\xa0term we will be in exactly the same spot, you have this fantasy that the politicians and parties run this country, the true power lies with the NSA and CIA, the president is nothing but a figure head."""
0,20120528134526Z,"""Thanks Curtis, and you're welcome......"""
0,20120529171903Z,"""Can you show a photo of her being fat?"""
1,20120529044734Z,"""Decapitate? \xa0The helmet hit him in the ass...where ""your"" head is!"""
1,20120619124708Z,"""You`re a sad excuse for a human being."""
0,20120619145206Z,"""No. What's finally going to end this bullying bullshit is holding the parents financially responsible for the acts of their darling little miscreants.\r\n\r\nWhen they start laying&nbsp;whopping fines at the feet of the parents of the child doing the bullying, you'd better believe they'll be slamming the brakes on ""little Johnny's"" extracurricular activities faster than he can say the word Faggot."""
1,,"""Your pussy. Stop hitting woman and fight me bitch ass nigga"""
0,20120619180853Z,"""Thanks for your service, man. You're looking very good. When's your next leave? ;)"""
1,20120620003826Z,"""Don't forget to add that she inspired a troll such as yourself to chime in.... now go back under your bridge and behave yourself."""
1,20120619062347Z,"""No one on the left wast's an all encompassing government, you idiot."""
0,,"""You have suck a knack for the spoken word!"""
0,,"""What about a taxpayers bonus???"""
1,20120528204123Z,"""Bitch you digraced the whole nation.. Now wait for the whole Pakistan to bombard you with their precious comments! Fuckin FRAUD!"""
1,20120503011159Z,"""They can buy and they can apply for residency just like any other person. So shut up you ignorant fool."""
0,20120610060111Z,"""Have you had this yourself?"""
1,20120320215957Z,"""Yea because I waste my time\xa0documenting\xa0your lunacy. Sorry dikhead we all know you and what you post. Unlike you we don't suffer from ADD"""
0,20120527192245Z,"""The Miami heat are 2012 NBA Champions...."""
0,20120610213513Z,"""i refuse to comment on a nigga hairline who is worth 9 figures might be 10 b4 its over with can fuck yo bitch and make yo watch with that kind of money that nigga can grow a s curl and still do what he wants with that kind of money"""
0,20120620051745Z,"""Have you told your dem friends that you are upset they chose a Mormon to lead the Senate for them?"""
0,20120529233657Z,"""Your team has the nastiest trash talker ""KG"" in the NBA and now he is crying because LeBron said, YEAAAAAA, YEAAAA after he fouled him... LMAO #S-O-F-T"""
0,,"""i personally like http://dankcovers.com :D"""
0,,"""@Aramis Tho No, you are totally missing the point. Google+ is totally incomparable with Facebook. It's more like a macro version of twitter, with better segmentation/grouping functionality."""
1,20120611225239Z,"""You are literally like a robot creation from my nightmares. Do they have you on drips feeding all this utter horror into you.\n\nLet's hope we never meet, I won't know whether to pray for you or just knock your lights out."""
1,20120610061825Z,"""he weak ass fuck"""
0,20120530132337Z,"""Campbell, I urge you to stop cutting. One little relapse does not mean that you failed. Put the razors in the trash and haul the trash out to the curb until it gets picked up. You are better than that. Please get the support you need and deserve from CT or whoever you are comfortable with. And know that you have support here and are welcome to email me privately any time if you want to discuss things less publicly. Get healthy and then get out of the house to do something that is productive so that you'll feel better and have more self-worth. Whether that is looking for another job, walking the dogs, going to lunch with someone or volunteering - getting out and doing something is a great way to free your mind in a healthy way."""
0,20120529220300Z,"""What is the basis for your argument? \xa0It surely can't be solely the misplaced 'only'. \xa0Have your children had bad experiences in American Schools? \xa0I ask simply because you must be practically an expert on education in the United States in order to make your comments with such confidence."""
0,,"""The American commerce system runs on sex. It's used to sell everything from condoms to condominiums. You'd think, the party of Big Business, would recognize this and not try and kill the golden goose, (or choke the golden chicken, as it were.)"""
1,20120320192346Z,"""your a fucking toolbag. Why do you think there is a menu? So you can order what they fucking make, not so you can modify shit like some sort of royal prince creating your own masterpiece. Your not paying for the meal really, your paying for Darden INC. to pay me, to talk to your fuckin ugly ass. Your ""meal"" your eating is worth about 1/8 of what your paying for it. The rest is for the cooks and I having to deal with you. I just dont get why people think they have some sort of entitlement. Your a baboon, your eating at a fast food joint you chunky jerk! And I pissed on your salad! How you like them breadsticks"""
0,20120529154712Z,"""I know thanks for pulling them."""
0,20120529144344Z,"""What do you suggest."""
1,20120320063841Z,"""O.o some of you fucks who post in this board are retarded. The Waste are fucking awesome! And that show was sick! Fucking internet troll pricks."""
0,20120610130808Z,"""sakuras a little fake bitch. i love seeing hinata and naruto together."""
0,20120502133834Z,"""When you die your hair still grows for a couple of months."""
0,,"""@Afrika Bambaataa @skywaker9 (David) Portland will win by 10."""
1,20120620150142Z,"""LOL!!!! Read the ENTIRE paper REIDtard. Typical poorly educated LIBIDIOT."""
0,20120620054951Z,"""How would you prove you are a citizen?\n\nA Birth Certificate?"""
1,20120609210158Z,"""and you are a MORON."""
0,20120612034842Z,"""Fox Isn't required to provide a Blog Spot for Anyone....It's their Option if they choose...."""
0,20120619052204Z,"""LOL, if you choose to use an alternate path to health care you'll be paying the mortician sooner than I."""
0,20120528225143Z,"""Mittens? How old are you?"""
0,20120619203039Z,"""Okay, I kinda understand better/ So, the military now has Islamic law and the new President wants to lessen that?"""
0,20120529013409Z,"""If you have to ask, you'll never know."""
0,20120618200107Z,"""@TheFandangler\xa0Yep. I never mentioned the Penguins at all. Not once. In the entire post."""
0,20120527182331Z,"""""KEVIN DURANT IS TOO SKINNY""\n\nSHAQ"""
0,20120620170959Z,"""many he was pretty good at first all last year. he does not have to make many throws from first. and thats his weak point. he was great at catching the ball. which is the main job at first."""
0,20120528220105Z,"""Well, ""all eternity"" is stretching it a bit... future inhabitants (if they can still read) will be puzzling over a few broken stones, and wondering, ""Who the Zhark was Elvas Priestley, and who was this Elmer Schmurd who followed him?"""""
1,20120611051450Z,"""Victor Moore you are one dumb ass writher or you are smoking some bad crack. WTF suck hawks nock off the NINERS. WTF. dude buy some good coke. Stay off that bad shit...DUDE are you hanging with Bobby Brown. Dang...."""
1,20120320190105Z,"""lmao oh yeah? please tell me how the fuck i'd be ""rigging the polls faggot"". maybe if your ass wasn't so dumb youd think of ways to get people to vote your shitty music 5/5. heres two that have apparently been working: make an event on facebook with directions to vote, message the online people on facebook and personally tell them to vote. come on buddy put your brain to work maybe you can be charlie sheening too..smh"""
0,20120619220817Z,"""just follow the CAP words and you will find the way.\ngp53132 is out standing AT the roadside in the HOT sun waiting for the MAIL to .COMe bringing new friends to the group."""
0,20120530150729Z,"""Dilfer > Marino\n* sarcasm alert"""
0,20120619211753Z,"""Yeah same here. \xa0He seriously turns me the fuck on everytime I watch one of his videos."""
0,20120620133251Z,"""I will point out Observer - because you didn't like how I responded YOU chose to start with name calling ie. ""moron"" and then you wonder why everyone is disrespectful......... It all starts with each of us to monitor ourselves"""
0,20120619182618Z,"""my family has been in maine since the 1700s\xa0 care to choose up sides and see who the ""real"" mainers are?\nand trash? it's usually trash (and uneducated) that\xa0 are such abysmal spellers"""
0,20120529100821Z,"""Yep, it's pretty std with liberals. \xa0When they've been shown wrong, the insults start flowing. \xa0When it happens, it just confirms I'm right and they are wrong."""
0,20120620021706Z,"""OMG!  SO FUCKING STOKED!"""
0,20120611222754Z,"""What a very\xa0fulfilling life you have at 33 - trolling other teams' sites to talk trash."""
0,20120619061117Z,"""#FuckTrolls"""
0,20120618211412Z,"""I also havee an objection to MY MONEY being used to offset THEIR POLLUTION.  Fuckwits."""
1,20120620000203Z,"""LOL you failed as well....People need to learn to stop correcting others for a minimal grammatical error considered irrelevant, because, as can be seen by the lack of ""be"" in ""\nso it would easier"", we all make mistakes, we are humans, and most regular individuals don't give importance to typing correctly on the internet, unless you are a super grammar nazi."""
0,,"""I'm longing for a secular humanist President."""
0,20120610215336Z,"""Respectfully, I think you're wrong Alain. It is genetic. If physiological traits are determined by race, then what is so far-fetched about that notion that psychological/intelligence traits (IQ, future-time orientation, delayed gratification) are also genetically predetermined?\n\nLet's cut the horseshit. 20th Century.....\n\nWASPs = civilization, art, literature, science\n\nAsians\xa0 = civilization, art, literature, science \n\nNegroids = primitive tribal culture, still living in mud huts, no written language"""
0,20120619194251Z,"""Obama doesn't care about Latinos, just their votes."""
0,20120620173423Z,"""Can you upgrade the ram and change out the battery yourself?"""
0,20120527211339Z,"""Thank you, AGuyCommenting, for your kind response."""
0,20120527195236Z,"""You and your wife never cried when your first child arrived then?"""
0,20120611222837Z,"""doug, your side lost that race to throw out a patriot i n order to placate hundreds of union thugs. \xa0 get over it."""
0,20120619234331Z,"""Self defense? That little girl must pack a mean punch!"""
0,20120612015524Z,"""because they are more civilized than that...mostly"""
0,20120528003604Z,"""Very true, Mel...very true.  Loyal to the END...lol"""
1,20120320191946Z,"""you truely are a dumb*** hilly i never said it was great i said #8 all time your just stupid aint you."""
1,20120619202508Z,"""schoolswot\n\nNo its just smug idiot left wing hypocrites that I despise. It is just unfortunate that there are so many of you about."""
0,20120619062644Z,"""I do know, but you wouldn't listen any way! You won't ever get a grasp on the things of God until you seek Him out...it's a waste of my time. God has hidden some things from the foll who says in their heart ""there is no God""! I won't argue with a fool!"""
0,,"""Wenger cos he only ever won a trophy with players he did not buy, when he had his own team (just the players he brought in) they have won an impressive ZERO trophies. Proof is in the pudding as they say.\\n\\nAs for Henry, he was once a semi-decent player but now his arrogance is only surpassed by his ego! He's a has been at best!\\n\\nPlease mind the gap Woolwich!"""
0,,"""I'm probably being a cynical minny here but, doesn't the guitar start just a split second before she moves her fingers?\\n\\n """
0,20120619144942Z,"""Good for you. I hope you realize that we here in BC do not miss you. You should consider making where ever you are your permament home."""
0,20120502170302Z,"""Are you serious?"""
0,,"""In Thailand, the Iranian blew his own legs off but\\xc2\\xa0didn't harm any Israelis.\\xc2\\xa0 Is this an example of Iran's\\xc2\\xa0military might?\\xc2\\xa0\\xc2\\xa0In the end, the Iranians will blow the legs out from under their own country."""
0,20120502154826Z,"""jacc: What branch were you in?"""
0,,"""i know u can give the best to liverpool suarez. don't worry, all of liverpudlian always support you. You'll never walk alone.\\n\\nAnd I believe u will be rock in old trafford. God Bless U ."""
1,,"""oh god!!!  grow up you sad little loser!!!!"""
0,20120619024539Z,"""Actually, you are going to need more than one."""
0,20120619145738Z,"""You are lucky they did not take your child...you would be still fighting the system to get him back!\xa0 IT really is broken, it needs to be emptied out and revamped-\xa0 the sooner the better"""
0,20120619002848Z,"""Holder is the lying sob you want, congress...."""
0,20120619001933Z,"""banks are, in general, fucked."""
0,20120529003302Z,"""Ummmm... the Heat run sets on offense, what are you talking about?  They suck donkey balls in the halfcourt when they don't."""
0,,"""Nice video, it looks like you've used Animoto for that."""
1,20120529051327Z,"""so its sad you idiot.  Ray is one of the best pure shooters... so dumb"""
0,20120528160442Z,"""He shouldn't have sign the contract requiring him (like others) to sing the national anthem in the first place."""
0,20120530050141Z,"""El mejor equipo perdio esta noche, hermano"""
0,,"""One of Santorum's goals as president would be to annul all previous gay marriage and ban all insurance companies from covering contraception. Are those the priorities of unemployed Americans?"""
0,20120530101329Z,"""Here it is, again, for you to not answer:\n\nWhat makes you think our founding fathers wanted America to be a theocracy? And if you don't think that they did, why do you want to go against their original design for America and make it one?"""
0,20120610123218Z,"""that's always an excuse ""maybe they are not wonderfuls or any other fandom"" i mean why can't you accept that in every fandom there are these crazy ones, we have seen them here and f(x) earlier articles. and yes they were very rude."""
1,20120503001311Z,"""No, ike i said earlier, Sir you are an A S S"""
0,20120619091734Z,"""Workin on that.  Apparently we can't trust the jokers in power now, Congress, courts, or Chief"""
0,20120530140057Z,"""Mitt: I created 100,000 jobs.\n\nMitt: I created thousands of jobs.\n\nMitt: I created a net-plus in jobs."""
0,20120620042904Z,"""You mean like your post.  You read the column..."""
0,20120609205559Z,"""Ha! I prefer something for him in the polar ice cap region.\n\nBTW, Welcome back."""
0,20120514051023Z,"""Really #1?  You are the oldest and your sign is up side down!"""
0,20120530020229Z,"""depends on what you mean by IT, we can't make assumptions, you could have weird fetishes"""
0,,"""@MyLastSuckenade@David Look, if you're so tired, take a nap. I really don't care how fagged you are."""
1,20120620090924Z,"""it's fucking fake drama queen!"""
0,,"""We have a problem using federal troops because of The Posse Comitatus Act,  United States federal law (18 U.S.C. \\xc2\\xa7 1385). A bigger problem is that the Obama regime doesn't give a.rat's.ass about the border."""
1,20120610063403Z,"""who da fuk are you calling adumbas pussy.... you'r probully a negro with big ass lips and a big ass nose."""
0,20120610085708Z,"""I am sorry Mr Ramsey, your race card has been declined - you are over your limit."""
0,20120528192009Z,"""Spot on!  The whole thing hangs on perpetuating human fear of death.  Without that, there is no need for any of the superstitions, mumbojumbo, or christcult b/s."""
0,20120619045722Z,"""But you are...."""
0,20120610060056Z,"""If it's not your thing, make her do it."""
1,20120611201138Z,"""STFU you ignorant communist puke.."""
0,,"""@Kick Ass @firenze_30fps \\\\n\\\\nAflack, or Hijack, is that you?"""
0,,"""he ain't nothing but a hound dog"""
1,20120502113026Z,"""Nnamdi chuwkwu you are \xa0nothing but dick sucker i wish i'm BOKO.. i will bomb your generation.. .you need to relocate to ZOO"""
1,20120620030729Z,"""yes, but now you are just a moron!"""
0,,"""Me and my husband found it hard at first when we moved abroad - different language, different culture. It took about a year to start to make friends and after that we've never looked back."""
0,20120620075152Z,"""Holy shit I didn't know you could freeze a .gif like that. And I am agreeing that the lack of animation is better."""
1,20120609210416Z,"""That girl kinda look cock eye'd but its ok I'd fuck her till that shit turnt straight"""
1,20120320200522Z,"""Stick it up your ass-faggot. \n\nyou get another FLAG!!!!!"""
0,,"""@ABXXV25 Yeah, I've been following along.  Just wanted to make sure you knew."""
0,20120619184336Z,"""RAW???? WTF this dude is so pussy he puts tampons in his mouth once a month. Pharell is not a real skater himself just a poser trying to get paid. Nigel is pussy NYC knows it BMX knows it I put Sean Ricany over this lame nigga anyday. Nigel is scared to move in NYC Blackman got him shook FUCK NIGEL"""
0,20120620143850Z,"""@Legendary_dork\xa0nope our players lost this game, durant needs to get a midpost game no excuses its way to hard to get him the ball."""
0,20120611175702Z,"""On a gray canvas, in white letters you could write: You are my sunshine (yellow colored) you make me happy (yellow colored) when skies are grey..idk?"""
0,20120609184000Z,"""please tell me these are all satire..."""
0,20120514051104Z,"""Yay you got it in time :)"""
0,,"""@MRL731 @ikathyv Totes."""
0,,"""Good write up, but don't you \\nthink the north caused this on all of us. They are the ones who's quick \\nto rally round their own despite their evil hearts and devices. On \\nmonday, two muslims were sentenced to death by hanging for murdering a fellow\\n moslem, what all the Almajiris could comment is that Mustapha deserves \\nnot to die. Meaning: The Yoruba Muslim is not relevant as long as he is \\nnot Hausa-Fulani; those Mustapha killed are not relevant since they are \\nnot Hausa-Fulani even if they are Muslims. Please remind me - How many \\nnorthern leader or elite has raised a voice against the despicable, \\ndivisive, corrupt and horrible governments of IBB and Abacha who broke \\nNigeria's virginity and destroyed her innocence? None, I suppose. As \\nlong as they are Hausa-Fulani, they can do no wrong! However, that is \\nnot to say I don't get some of your points. When Tambuwal and the \\neasterners plotted against a Yoruba speaker ship and trampled on any \\nidea of change in the senate leadership since it's still North/Easterner\\n thing, GEJ never gave a hoot. 4geting so soon it was the Yorubas \\n(Bakare and co) who protested and insisted that Jonathan be made acting \\npresident. He also forgot the Yoruba-man (Obasanjo) who took all bullets\\n into his vests in other for him to emerge president against the \\npower-deprived northern gluttons who would easily have devoured him. \\nIt's so convenient to forget, but we are waiting. Waiting... and I know \\nit won't take long before even the easterners begin the \\n'marginalisation' song all over again. And then, we will re-tell the \\nstory."""
0,20120610153915Z,"""""So we are saying the same thing?\xa0 I'm just saying the wealthy can pay \ntaxes, and at a higher marginal rate, that's all.\xa0 It is redistribution \nof wealth, just as it is redistribution of wealth when you and I pay \nfederal taxes in NH and NH gets less back than its residents pay in \ntaxes,whereas poor righwing redneck southerners get more back than they \npay in because they are less productive than us and less healthy than \nus.""\n\nYou want a FAIR tax system? Try my idea;\n\nA FLAT 18% income tax on individuals and corporations. NO DEDUCTIONS, LOOPHOLES, etc.\nINDIVIDUALS:\nGet a generous $10K personal exemption per taxpayer, and $5K per dependent. THATS IT! \n\nSo fam. of 4, both parents work, $50K income, exempt $30K, pay 18% on remaining $20K, for a tax bill of $3,600 or an EFFECTIVE tax rate of 7.2%\n\nSo fam. of 4, both parents work, $150K income, exempt $30K, pay 18% on \nremaining $120K, for a tax bill of $21,600 or an EFFECTIVE tax rate of 14.4%\n\nSo fam. of 3, Dad only works, $1M income, exempt $20K, pay 18% on \nremaining $980K, for a tax bill of $176,400 or an EFFECTIVE tax rate of 17.64%\n\nCORPORATIONS:\nPay 18% of net operating income. They get to exempt ONLY the direct costs of production.\n\nThe best part is this plan is REVENUE NEUTRAL INCLUDING FICA TAXES!"""
1,20120320193306Z,"""Your Teabilly slutchild is just as ignorant as her mother.\nYou people are the trailer trash of America."""
0,20120529142232Z,"""You guys have an awesome slate of games this year as far as the whole smack talk thing will go.  Aside from the divisional games, you get rematches against the Giants, Lions, and Saints.  Plus the Packer/Niner game that never happened last year."""
0,20120529003340Z,"""And\xa0 cover your wallet."""
1,20120620135211Z,"""While your syntax is fine, your spelling is drug-addled."""
0,,"""@PluckyInKY @hoconnor208 @kenmor Let them flood the airwaves with their lies.Ask any californian about how frakking annoyed we were hearing Meg Whitman's lies 24/7 and I kid you not. You could not turn on the TV or Radio without hearing her lies. Jerry Brown still smashed that corporate whore and sent her home crying."""
0,20120618192213Z,"""damn vince you shit dont ever go right for you."""
0,20120515125014Z,"""There is a very fine line between disliking someone and going out of your way to actively belittle and harass someone because you dislike them. You're allowed to dislike people, but if you dislike someone to the point of submitting disgusting confessions about them - i.e., saying you don't doubt they'd snort someone's semen - that's pretty fucking heinous, and makes you no better than the person you dislike.\n\nIn any event, OP, you're not required to like everyone, and I don't think you should feel bad for disliking InRavenclaw. You should feel bad if you submit the kinds of confessions people have been submitting."""
1,,"""dick face u would do shit fake ass """
0,20120610114905Z,"""I love your new attitude and you're so right...we need to put ourselves and our health first just like we do with our children. So proud of you!!!"""
0,,"""The battle cry of the believer is, ""In God we trust"".\\nGod is not of two minds, his marching orders are set out in the Bible.\\xc2\\xa0 Yes, people are more ""liberal"" today than they were 20 years ago.\\xc2\\xa0 My own personal odyssey from liberal to conservative goes against the tide and I believe things will get worse before they get better.\\xc2\\xa0 I don\\'t care what atheists think about me.\\nLike the secular humanist today, I was completely naive about Islam until the Islamic revolution in Iran (1979) and reports began to filter down to the general public about the arrests, torture and execution of those on the left who supported the regime.\\nThere is only one Spirit of Truth.\\nFalse prophets and religions deceive the people time-and-time again but I believe in the Jesus Christ of the Bible not man.\\nAcross America there are millions of people who believe in God and will not accept the foolish laws of man.\\nHomosexuality, abortion, pornography are crimes.\\nAnd the biggest criminal of all is the so-called president of the USA, Barack Hussein Obama.\\nHe is not a natural born citizen (Vattel\\'s Law of Nations, 1758) because the Supreme Court has clearly defined a natural born citizen to be a citizen with two American parents.\\xc2\\xa0 Therefore he is not eligible to be president - and the entire political and judicial system can ignore the truth but it does not matter to me.\\nGod bless America - and pass the ammunition.\\nAs Patrick Henry said, ""Give me liberty or give me death!""\\nThe liberal corporate elite that rules America is plain old fascism - the whore of Satan - but the faithful church is the bride of Christ.\\nWe shall never surrender!"""
0,20120514051315Z,"""You and your sarcasm."""
0,20120619041228Z,"""Zuckerberg\xa0is jewish you know..."""
1,20120610075023Z,"""Oscar did the right thing so shut the fuck up that asshole dont have any right to hit him like that over a ball. I hope Oscar went over there and put that ball right up\xa0Joe\xa0Jackson \xa0ass."""
0,20120610061817Z,"""House of Bribe takers.So Faruok with all your noise you are not better than Hembe.House shame,House of rogues,house of robbers,OBJ called you people robbers one idiot called Hon Galambi was abused OBJ. These reps have no shame like a prostitute.We should discard this report and start the investigation all over by NGOs.The only thing these reps do with the probes and oversight function is to further the nest of corruption."""
0,20120611170649Z,"""If Britney Spears were an unknown she'd be the first person booted off this show (or any singing show!) Her voice could kill small animals."""
0,20120529022609Z,"""expect the two technicals those are all legit foul calls. you guys are just being bias"""
1,,"""haha fuck you bitch your a fukn cripled cunt fuck you motherfucker stay off this page unless you want to die bitch!!!"""
1,20120619032402Z,"""Double retard for you."""
0,20120503040636Z,"""How do you make a plumber cry?\n\nYou kill his family."""
0,20120611215101Z,"""Apple products=computer stuff for people too stooopid to use PC and Android"""
0,,"""THE FA NEED TO LOOK CLOSELY AT THE VT ITS A 3 GAME BAN BALOTELLIS NOTHING BUT TROUBLE !"""
0,20120619073323Z,"""How could someone named Emmit Smith be racist??"""
0,20120619135542Z,"""Yes, flag yourself for being offensive."""
1,20120620024916Z,"""If they don't see your ugly face they're lucky. Turd sucker."""
1,20120320194001Z,"""true intellect aren't you!! Tebow isn't unemployed, you really are a pathetic idiot"""
0,,"""what the shillll"""
0,20120529223117Z,"""NO STOP dont get to happy or thq will find some way to fuck it up!!!!!!"""
0,20120528210224Z,"""Agreed. I want Joffrey dead. Pete really humiliated and gone."""
1,,"""No matter how hard you try, your_nasty existance is still not normal."""
1,20120527213558Z,"""you sound like rain man."""
0,20120502190851Z,"""You are FINALLY starting to talk like a real guru."""
0,20120620061134Z,"""Thank you for your comment! :) Sorry to hear about the banking soda...let me know how everything is going! Keep in mind you can post a picture in your comment on here as well if you would like to do that!"""
0,20120620000623Z,"""So we should have let him go? I say nail him to a two by four and let him rot."""
0,20120618202105Z,"""fuck toi ouai\xa0arr\xeat\xa0de rager"""
1,20120502170651Z,"""Whaaaa whaaaaaa, When you lose intellectually you freaks either blame Bush or name call.  Newt went in debt a few mill. \xa0But the god-damned comunity organizer sunk us down 6 TRILLION. \xa0 You dicks are pitiful."""
0,20120530053945Z,"""just fucking with you, i'm a patriots fan."""
1,20120610152210Z,"""If it proves anything, it proves that you are not an idiot."""
0,20120529025302Z,"""Occupy rapists? Where did you read they were rapists?"""
