Insult,Date,Comment,Usage
1,20120528234623Z,"""Jimmy you're full of crap. You did set up Jessica why don't you just admit it. You should get fired too just like JLo and Steven Tyler. I hope you get what is coming to you- you dirty old fart.""",PrivateTest
0,20120527181045Z,"""BIG so what, she's a normal kid from a beautiful (not politically) family.""",PrivateTest
1,20120609235604Z,"""ALL you see is blk and white. You are pathetic! You also lie. You DID NOT have slave family members! I call you on that lie now.""",PrivateTest
0,,"""The great little one king obama took a chance on this. He is betting that this will blow over and be forgotten by the  November election. Hope not but only time will tell.   ALLONS""",PrivateTest
0,20120514050426Z,"""i wanna try it, i like quinoa for the texture and the fat that it is tasteless unless you add to it, so it could be wicked good right?""",PublicTest
0,,"""Hey Sword of Islam, anyway you guys can strap a bomb to him and send him home to poppa.\\xc2\\xa0 I know how much you guys love to blow yourselves up along with innocents.""",PrivateTest
0,,"""Get the government out of our lives yells the republicans.\\xc2\\xa0 But it's ok if you pass a law that bans gay marriage even though it doesn't effect me.""",PrivateTest
0,20120619015547Z,"""One of the few thruths in the book \n\n\xa0\n\nThe last years of my high school was a daze...Attending\nschool sparingly, \xa0I drank\xa0 beer heavily used drugs enthusiastically.. it\ndid not matter if it was in shiny new car of some white classmate or a room\nwith some of the brothers or on the beach with one of the native Hawaiians ...\n\n\n\xa0\n\n\nBarack Obama ...""dreams of my father""\n\n\n\xa0\n\n\nVery Presidential don't you think""",PrivateTest
0,,"""@tonnyb @Kaneblues Fortunately, Newt reminds them every day of who they are deep down.""",PrivateTest
0,20120612133055Z,"""With all due respect, you are an idiot. Conservative, Liberal, either one would raise unholy Hell if their daughter was being assaulted.""",PrivateTest
1,20120619125142Z,"""Hey, Bertone, you're the certified liar here. Your saying others ""continue to invent fairy tales and repeat legends"" would be funny-hilarious if your fairy tales weren't so deadly to the poor kids under your wicked influence. You and your church are a damned disgrace. SHAME ON YOU.""",PrivateTest
0,,"""iammoe do you want to start a conversation on the liberal vs conservative brain? I have an interesting read for you coming from the journal of psychology.\\n\\n""Liberal Brains Bigger in Areas of Problem Solving and Complexity; Conservative Brains Bigger in Areas of Fear""\\n\\nWASHINGTON (AFP) April 2011 \\xe2\\x80\\x94 Everyone knows that liberals and conservatives bang heads when it comes to world views, but scientists have now shown that their brains are actually built differently.\\n\\n\\nLiberals have more gray matter in a part of the brain associated with understanding complexity, while the conservative brain is bigger in the section related to processing fear, said the study on Thursday in Current Biology.\\n\\n""We found that greater liberalism was associated with increased gray matter volume in the anterior cingulate cortex, whereas greater conservatism was associated with increased volume of the right amygdala,"" the study said.\\n\\nOther research has shown greater brain activity in those areas, according to which political views a person holds, but this is the first study to show a physical difference in size in the same regions.""\\n\\nhttp://www.google.com/hostednews/afp/article/ALeqM5iISI7ifh-AjUE3ejyC1wQmwFrMFw?docId=CNG.61c886c438708471a9f4ea23070fa70c.3a1\\n\\xc2\\xa0""",PrivateTest
1,20120609154411Z,"""fuck you matt hatfill fat bitch nigga""",PrivateTest
0,20120529015012Z,"""I don't believe in myths and conspiracy theories.\n\nI believe in what I see.  As far as Barack Obama is concerned, I and MILLIONS of others like what we see.\n\nObama/Biden 2012 !!!!!!!""",PrivateTest
1,20120610110626Z,"""Aas opposed to an EUloon mentalcase like you, sob?""",PrivateTest
0,20120528220422Z,"""Heroes = People that end wars\n\nVillains = People who start wars (Republicans) and carry out wars (US Soldiers)""",PublicTest
1,,"""The reason you don't have a job is because you suck at English. \\n\\nRead your 2nd sentence...derrrr!""",PrivateTest
0,,"""she is not even doing it right  """,PrivateTest
0,20120516000938Z,"""Oh girl, you got dem shoes..""",PublicTest
0,20120530004029Z,"""It's Yorvit, he won't hit 6 HR's in a week""",PrivateTest
0,20120620082559Z,"""Did you just place your comment under mine on a whim or do you see a connection?""",PrivateTest
0,20120620002141Z,"""dmallett, you are making an assumption that the people heckling them were liberals, but you have nothing to back that up other then your biased belief.""",PrivateTest
0,20120528184938Z,"""Imitation is the sincerest form of flattery.""",PrivateTest
0,20120620163952Z,"""Iwe you are being abusive...We have never abused people from other provinces saka you should shut your cakehole if you dont have anything meaningful to contribute...Kuipa seduzvi rebhinya...""",PrivateTest
1,20120611175119Z,"""You are an idiot.""",PublicTest
1,20120529210002Z,"""How the heck did you survive from your mother's abortion?""",PrivateTest
1,20120529210149Z,"""....and you're a faggot who sits at home, watches his clip and feels the need to feel important...CONGRATS""",PublicTest
0,20120502104821Z,"""I can't wait until all of you realise that you just wasted your money on CoD:Black ops 2""",PublicTest
0,,"""I never believed gay marriage would happen either.\\xc2\\xa0 """,PrivateTest
1,20120320180420Z,"""have another bottle of Ripple and go back to your drunken slumber.""",PrivateTest
0,20120527213606Z,"""Quintin Barry Positive pick for today !!!""",PrivateTest
0,20120610071025Z,"""Addie, your comment has left me with the strong impression that you are a miserable sod who is quite prepared to greedily guzzle the last pint without any thought of sharing.""",PrivateTest
0,,"""After finish collecting sample. she sit in facing the mill and lay on a tree, thinking about what has happened in the tavern. 'whats madness could deceive a man with survival knowledge, could it be something relate about this quest. maybe or maybe not...' then she came back to concentrate on the surounding""",PrivateTest
1,20120609230436Z,"""Complete suicide dumbass.\xa0 You are wasting oxygen and space that a rat needs.""",PrivateTest
0,20120529201619Z,"""Wow you have a PS3?!\n\nThen why are you even posting comments to this article? It doesn't involve you at all.\n\nHave a nice day!""",PrivateTest
0,20120620063837Z,"""So do they, mom.  Btw, the PM left his eight-year-old daughter in a bar.  He forgot her, that is to say.""",PrivateTest
0,20120528222817Z,"""How could they ""sneak peek"" upcoming Marvel Studios films, when they are still figuring out the cast for the very next one?\xa0 The only thing I'm getting at, is I hope they dedicate enough time (and resources) to each project.""",PrivateTest
0,20120619031915Z,"""The chinese don't give Africans consultancy, they just do the work and then take your minerals. White men share technology. Chinese do it all by themselves.""",PrivateTest
0,20120528221414Z,"""Joyce does not have all star numbers, come on homer.""",PrivateTest
0,20120619194307Z,"""@MiracleMan\xa0\n\xa0\nLoins Fever does that""",PrivateTest
0,20120619183457Z,"""@Rourke needs to give me a fucking like\xa0nope not a fan of cajun food.""",PrivateTest
0,,"""@JonKlimasIsNOT_A_BRONY Get her number. """,PrivateTest
0,20120618210111Z,"""Comrade Gigglemass makes the same claim.\n\nBut as Comrade Kirsty McColl (RIP) sang ... he's a liar, and I'm not sure about you.""",PrivateTest
0,20120515203517Z,"""More like faggot.""",PrivateTest
0,20120618203140Z,"""<i> This bonnet is slightly red, mostly blue.</i>""",PrivateTest
0,20120527190600Z,"""I am taking off for a while. Find you later on bud.""",PublicTest
0,20120529061625Z,"""true emma, but Elvis sure did sell better than Chuck.\xa0\nWhere as we could debate the genius of Prince and MJ all day too. I prefer Prince hands down, but alot of people think MJ is better... the entertainer, the real musician?""",PublicTest
1,20120515060726Z,"""You are a complete idiot! How dare you make such a disrespectful comment toward someone who has died. What is so funny about it? Do you really get off by making these childish and hateful remarks?""",PrivateTest
0,20120515200119Z,"""Because you're absolutely terrified of the Bears now? Scared that Packers won't own the division? Mad that the Bears are the better team because they're more balanced, have a better D and ST?""",PrivateTest
0,20120612124105Z,"""I expect Tate's business will be ignored by many players in his circles. He will see how quickly business disappears when customers are made aware of employee firings of innocent people.""",PrivateTest
1,20120619164026Z,"""You are an excellent example of how repulsive libbies are. Selfish losers to the core.""",PrivateTest
0,,"""only need 1 in the prawn cocktail""",PrivateTest
1,20120514051158Z,"""You are an idiot""",PrivateTest
1,20120529211711Z,"""you are hallucinating again, please go back into your box.""",PrivateTest
0,20120609214822Z,"""This kind of shit just sets us further away from eachother""",PublicTest
1,20120529095052Z,"""You are a true schmuck. What jews are living illegally in Africa?""",PublicTest
0,20120529200312Z,"""Just did, and NO site provides that link. So I ask that you help us out to debunk that study.""",PrivateTest
0,20120619123226Z,"""I'll forward your comments.""",PrivateTest
0,20120612073249Z,"""Big Bang Theory and How I Shagged Your Mother are both terrible TV shows.\n\nWatching either of these things makes me feel I need to loose a hundred IQ points to get the lame jokes. Fuck American comedies suck.""",PrivateTest
0,,"""@jumist People do tend to forget to look up these days.\\n\\n \\n\\nMyself im into astrophtography, its amazing what you can actually see if you have a good pair of eyes and are willing to wait 20 minutes for your eyes to adjust to the darkness. I recommend everyone give it a go, remember to avoid any white light (red, green or blue you can get away with), have a seat out there, relax with a warm drink and look up. Even in a big town, with a little time and careful viewing you can see the milky way""",PrivateTest
1,20120620155155Z,"""You're not very bright are you?""",PublicTest
1,20120529103229Z,"""you seem to be the one with the ""rage"" there grandad.Jesus why dont you chill out for once,maybe you really are too old to be on here.\n\n""RJ SADLER has A 2ND account as DOC MADDEN""\nHe's also nearly 50yrs old ..so be careful kids!!""",PrivateTest
0,20120530000413Z,"""My My...aren't you so grown up.""",PublicTest
0,20120619191311Z,"""You go, Tone!&nbsp; I'd love to see somebody smack that smug look off that little fuck's face.&nbsp; Well, I don't care to *see* that smug-looking little fuck, actually, but you know what I mean...""",PrivateTest
1,20120619201905Z,"""Perhaps you should go back and re-read your posts from June 8th.  Or would you like me to ""copy and paste"" them here to show just how much of a LIAR you really are?""",PrivateTest
1,20120612044931Z,"""you sir are an idiot""",PrivateTest
1,20120620004033Z,"""hehe you're a dumb@ss.""",PrivateTest
0,,"""Straight couples have a right to marry, similarly situated gay couples do not. It is about equality bro, and we are winning. 18 down. =)""",PrivateTest
0,,"""Guy at a party\\\\\\'s been looking at your wife.  You (and several other guests) hear him say, of politicians in Washington, ""Those bastards should all be taken out and shot.""  Next day, you drop a dime to Homeland Security -- and the guy never sees your wife again.  Or his.  \\\\n\\\\n \\\\n\\\\nWouldn\\\\\\'t be the first time in history...""",PrivateTest
0,20120515124522Z,"""Disqus are a bunch of marxist anti-American haters who censor all they don't agree with. Your no better than nazi propagandists.""",PrivateTest
0,,"""Considering previous owners of Pompey have included an arms dealer ( or his son, yeah right ), a man awaiting extradition charged with stealing millions of Latvians & Lithuanians pension funds, a person who didn't exist, a man currently sat in Court on tax evasion charges next to illiterate Arry at Southwark Crown Courts and a chubby arab doctor with dodgy business dealing and not a pot to pee in, I'd say Joseph Cala is quite a catch for them.\\n\\n \\n\\nJust wind them up and stop them shafting more of our tax money.""",PrivateTest
1,20120619124952Z,"""Why would Diplo sign such a terrible rapper??? This Orion chick is really bad too. Next time you walk down your street, stop the nearest person and ask them to spit 5 bars. 9 times out of 10, you will have found someone better than Riff Raff. Guaranteed. \nZebra stripped glove??? What is he? Some sad cross between a Micheal Jackson and a LMFAO wanna be? I hope some one shoots him before he starts polluting the world with kids as retarded as he. Oh, I'm Sorry! That's an insult to retarded people.""",PrivateTest
1,20120610210815Z,"""You are\xa0 an asshole if your in tampa with your\xa0 ron paul crap I hope that nobody hurts your feeling.""",PrivateTest
0,20120612075839Z,"""Sitting on the crapper, in FIRST PERSON!!!!!""",PrivateTest
0,20120618230323Z,"""...........BAM....you be FERTILIZER...""",PrivateTest
0,,"""""I\\xe2\\x80\\x99ve also rarely had much doubt about policies I espouse personally and recommend publicly,""Really, Barash? You think we don\\'t know that? It\\'s the pacifist watching the rape of his wife; suddenly he\\'s found something he cares about more than his own self-righteous reputation. Maybe force is called for?""And at the same time, I\\xe2\\x80\\x99m both surprised and sad\\xe2\\x80\\x94very, very sad\\xe2\\x80\\x94to find myself lining up with a bunch of murderers and assassins.""What makes you think these men and women would consent to ""line up"" with the likes of you? They have standards. Besides, they\\'d worry you would chain your sorry ass to a gate or something.""",PrivateTest
0,20120530064023Z,"""If you learned the teleportation thingy, please teach me how as I would really love to go to SF, but I'm really really really far, like halfway-across-the-world far.""",PublicTest
1,20120612013800Z,"""@uglifish you idiot d point is nobody has the right to inflict abuse on your daughter even f you left here or not. Your giving opinion like a bastard rapist""",PublicTest
0,20120620175948Z,"""Why won't our Loser President just fire this Piece of Trash, Holder?""",PrivateTest
0,20120528065444Z,"""This, an atypical left wing statement of meaninglessness.\xa0 I won't in any way attempt to duplicate this format of sludgery, which in it's own humor-founded way doesn't irritate my staunch Constitutionalist mindset a smidgen.\xa0 Because it's lame...OOPS.""",PublicTest
0,,"""As a preface, I'm sure we can 'cut' some money out of the defense budget....however, why is it that the marxist party ALWAYS goes after the defense budget first, weakening it to where the repubs have to come in and fix the problems of readiness, they ALWAYS, with the exception of JFK raise taxes, weakening the economy and never can find anything else to economize in the budget. Serial stupidity and dishonesty, thy banner is the ass, er....donkey""",PrivateTest
0,20120612013514Z,"""Our deepest sympathy to you and your family Katrina. May you find the strength you need in your children, xx""",PublicTest
0,20120611190626Z,"""what the fuck\nare you fu king kidding us,\nwe all around the jave one request : xperia play 2 , but sony never care, never hear us,\nwhat that announcement can be? another fucken phone like xperia s !\n\nwe neeeeeeed xperia play 2 , CAN YOU HEAR US SONY ?""",PrivateTest
0,20120609202311Z,"""first interesting thing you've said in a while; go for it.""",PrivateTest
1,20120611200542Z,"""Oh,  please quit.  You're scaring me!  C'mon sissy boy,  you know your boyfriend won't let you come out in the desert to play.  You wouldn't know what to do in the desert anyway.  If you haven't got your bf's schlong to suck on,  you wouldn't know what to do.  You just keep on sukin' and sit'n behind the keyboard talkin' shit.  That's all you liberal fags are good for!  heh, heh!""",PublicTest
0,20120610061746Z,"""AmericanSyrians \u200f@AmericanSyrians\nSyria Crisis: Women And Children \u2018Among Fatalities In Deadly Deraa Shelling\u2019 http://dlvr.it/1hlG2l #syria""",PrivateTest
1,20120612012100Z,"""This skinny little faggot as Commander-In-Chief....you have got to be kidding.......he would not last 5 minutes at Parris Island.""",PublicTest
0,,"""\\xc2\\xa0Ignorant-ass.""",PrivateTest
1,20120612013758Z,"""YABBA DABBA DOOOO HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA YOU'RE RETARDED""",PrivateTest
0,20120619010512Z,"""Heather Has Two Mommies. \xa0How sad is that? \xa0Poor Heather will grow up a Misandrist with Mommy Issues.""",PublicTest
0,20120610154354Z,"""....or the return of the Inquisition or is it Christian Taliban?\n\nYour choice!""",PrivateTest
0,20120610094816Z,"""""Sasuke thoughts""- You burnt my fucking snake, now you die.""",PrivateTest
0,20120609184956Z,"""Arrest all of these scumbags for fraud.""",PublicTest
0,20120619201228Z,"""They also said they hope to re-establish the caliphate-with its new headquarters in Jerusalem.Doesn't sound like there is much basis for a dialogue.""",PrivateTest
0,20120529011255Z,"""Just like Lebron fans to call the series after one quarter. Remember children, he will fail you in the fourth quarter and in deciding games. HE HAS NOT HEART!!""",PublicTest
0,,"""They shouldn't throw eggs at Bentleys.Aim them at the culprit & don't waste them make every shot count.""",PublicTest
1,20120611202848Z,"""Id be more embarrassed if I was a zombie voting pole climber that was unable to think for myself with the personality of a cabbage. A bit like you really.""",PrivateTest
0,20120527171523Z,"""But atleast plays are being made, like a great shot. Or in baseball you can watch a great at-bat or a long hr during the game. This is just cars running. No offense ofcourse, just my opinion.""",PublicTest
1,20120611200727Z,"""you're all fucking morons, happy? now shut the hell up jesus its like watching the special olympics.""",PrivateTest
0,,"""I bet you couldn't build that suspension bridge for less than a million today...........""",PrivateTest
0,20120610124158Z,"""Amir Bhai, I like you now, and liked you earlier, but you never been a role model for me. But now, you have become. With each episode I am getting emotional towards you, towards society, and towards human being. You are inspiring me with each story you share, and I am feeling drastic change in my thinking. Thanks Amir Bhai for such excellent programs. These programs will certainly bring a visible change to the way we used to think about these issues. Mohd Niyaz Ahmad, Research Scholar, JNU, New Delhi""",PrivateTest
1,20120502153009Z,"""It's because you're an Obama slave..................""",PrivateTest
0,20120611222321Z,"""Nevermind. Guess your not paying attention to the convo. And no don't worry on my life. If I die earlier over shit than you do, than that's just me.""",PublicTest
0,20120610122139Z,"""And a white flag for when you are not surrendering.""",PrivateTest
0,20120611202313Z,"""I wouldn't say that..More like he brings a fresh young perspective on the band...""",PrivateTest
0,20120610024738Z,"""You can take your mom here when you get rich!""",PrivateTest
1,20120320073913Z,"""he meant the kid passing his dad the ball without looking, you cynical bastard!""",PublicTest
0,20120528204350Z,"""Where are you in Syria?""",PrivateTest
1,20120610004635Z,"""@GOLDENCHILD111\xa0- you are a fool and dont make sense, try spelling properly aswell""",PrivateTest
1,20120610103034Z,"""agreed - same can be said for you...whore""",PrivateTest
0,20120527172449Z,"""I want her to win, but this is NOT the Venus I know! She is looking bad out there!""",PrivateTest
0,20120529163739Z,"""So what are you working on today Aaron?""",PrivateTest
0,,"""I dont understand why some people are calling ththe travelling community vermin and such words because it isnt true just because you dont like their way of life doesnt give you the right to call them or any human being vermin, based on life choices, Yes if they were at the bottom of my backyard i would be building relationships, a friendly chat and the offer of a cuppa just the same as i treat anyone else.""",PublicTest
0,20120612011246Z,"""I know more about android than the average user and if I can have an iPhone with cydia on it then theres nothing android has on ios. But stock ios and stock android, android kicks its ass to the curb.""",PrivateTest
0,,"""Your article headlines suck, you are a horrible journalist that barely even have any grasp on the english language.\\nF that, you're not even a journalist, you make headlines for dirt sheet tabloids.\\xc2\\xa0\\nF this site and your opinions, I want news, not an article that starts with you begging people to follow your lame ass twitter account.\\xc2\\xa0 Go and hop on some more band wagons you hack.\\nPEACE, never again coming here.\\xc2\\xa0 This is just too much crap from you.\\xc2\\xa0 the final straw.\\xc2\\xa0 PEACE.\\nAny suggestions on which site we should all jump ship to?""",PublicTest
0,20120620125150Z,"""GE's refund every year since 1987: 4 billion""",PrivateTest
0,20120529223131Z,"""You must not tell lies. Very good job.""",PrivateTest
0,,"""@noBjustRyan that would suck.  i didn't see him say that he was gone. i can see how he wouldn't have been having fun though.  he got roasted pretty good a couple times. too harshly.""",PrivateTest
0,20120528181147Z,"""Sounds like your mother.""",PrivateTest
0,,"""Well done that man""",PrivateTest
0,,"""@VirginiaDawg @Coach P You just got me super excited!!""",PrivateTest
0,,"""No. It's natural to bash Christians / Catholics because they WON'T behead you or blow you up. If they are so brave, let's see them mock islam this way. Cowards wouldn't do it would they?""",PrivateTest
0,20120611163700Z,"""Yes. Especially if the one person who said something is getting hit. But that's just me.""",PrivateTest
1,20120610005402Z,"""I don't need ups I joined the military to get away from the bullshit they talk about..they talk it I actually got locked for it..wasted 3 yrs of my life because of that stupid ass mentality..I know your type too..a fuckin wana be..punk..whatever else you wana call it..you envy stupid shit and expect people to take you serious..fucking bum""",PrivateTest
0,,"""THIS IS NOW A LOSING ISSUE FOR YOU BAGGERS............ GOP 2012 CHICKEN LITTLE/CHICKEN HAWK\\n\\xc2\\xa0\\nhttp://www.gallup.com/poll/147662/first-time-majority-americans-favor-legal-gay-marriage.aspx\\n\\xc2\\xa0\\nPRINCETON, NJ -- For the first time in Gallup's tracking of the issue, a majority of Americans (53%) believe same-sex marriage should be recognized by the law as valid, with the same rights as traditional marriages. The increase since last year came exclusively among political independents and Democrats. Republicans' views did not change.\\n""",PublicTest
1,20120612105513Z,"""Thanks for explaining Professor Knucklefuck""",PublicTest
0,20120612031941Z,"""WHY THE FUCK DON'T YOU HAVE LET IT BE!!!! Other then that love Blur, Elton, RHCP, Floyd, Led Zed, Eagles, Aerosmith, Stones Lennon, and Coldplay. But you miss some really good bands.""",PrivateTest
0,20120619065123Z,"""Japan does not have a welfare system.\xa0\xa0\xa0 Work for it or do without.\xa0\n\n\n\xa0And\n I don\u2019t think there has ever been a better explanation of the \nimportance of incentive than this example.\xa0\xa0\xa0 An economics professor at a\n local college made a statement that he had never failed a single \nstudent before, but had recently failed an entire class.\xa0 That class had\n insisted that\xa0 socialism worked and that no one would be poor and no \none would be rich, a great equalizer.\xa0\nThe professor then said, ""OK, we will have an experiment in this \nclass on socialism"".\xa0\xa0 \xa0All grades will be averaged and everyone will \nreceive the same grade so no one will fail and no one will receive an A.\n (substituting grades for dollars - something closer to home and more \nreadily understood by all).\nAfter the first test, the grades were averaged and everyone got a B.\n The students who studied 'hard' were upset and the students who studied\n 'little' were happy. As the second test rolled around, the students who\n studied little had studied 'even less' and the ones who studied hard \ndecided they wanted a free ride too so they studied 'little'.\xa0\nThe second test average was a 'D'.\xa0\xa0 No one was happy.\xa0\xa0 When the 3rd test rolled around, the average was an F.\xa0As\n the tests proceeded, the scores never increased as bickering, blame and\n name-calling all resulted in hard feelings and no one would study for \nthe benefit of anyone else.\xa0\nTo their great surprise, ALL FAILED and the professor told them that\n ""socialism"" would also ultimately 'fail' because when the reward is \ngreat, the effort to succeed is great, but when government takes all the\n reward away, no one will try or want to succeed.\nCould not be any simpler than that.Remember, there IS a test coming up; elections sometime soon; your chance to have YOUR say.\nThese are possibly the 5 best sentences you'll ever read and all applicable to this experiment:1. You cannot legislate the poor into prosperity by legislating the wealthy out of prosperity.\n2. What one person receives without working for, another person must work for without receiving.3. The government cannot give to anybody anything that the government does not first take from somebody else.\n4. You cannot multiply wealth by dividing it!5. When half of\n the people get the idea that they do not have to work because the other\n half is going to take care of them, and when the other half gets the \nidea that it does no good to work because somebody else is going to get \nwhat they work for, that is the beginning of the end of any nation.""",PublicTest
0,20120530111411Z,"""You are just taking up for Obama""",PublicTest
1,20120610055437Z,"""Please you have a tiny dick and your mom sucked it""",PrivateTest
0,,"""@kj1222 @PatrickLacroix i have no clue i tryed this and it didnt work now i am going to remove the crt and then remove the ass.plist and then reinstall crt and try again""",PrivateTest
0,20120530145032Z,"""Hey Burd 52.... Your picture is black and white! And you have glasses on!""",PrivateTest
1,20120530040837Z,"""This nigga trash..If it aint about shine or clips,fuk em..Harlem stand up""",PrivateTest
0,,"""so your a liar then""",PublicTest
1,20120515133353Z,"""You are an idiot.""",PrivateTest
0,20120528033515Z,"""When it comes down to ""Rule, or Die,"" dictators don't care who is watching.""",PrivateTest
0,20120620150205Z,"""Lei come molte altre persone oneste ed in buona fede ha ragione, ma io, come tante altre persone anch'esse oneste ed in buona fede m'aspetto che il metro di paragone sia lo stesso per chiunque (e che quindi o non s'intervista una persona o la si intervista con lo stesso rigore ""caustico"" che si pretende per tutti gli altri), altrimenti facciamo come in TV dove prima dei consigli per gli acquisti ci dev'essere lo stacchetto che t'informa che quel che segue \xe8 uno spot.""",PublicTest
1,20120320131302Z,"""wow. you are incredibly stupid.""",PrivateTest
0,20120529195840Z,"""Wow, that certainly puts things in perspective, Mary...thoughts & prayers are with you.""",PrivateTest
0,20120610140350Z,"""thinkoutloud - Obviously you prefer corruption - more fun and easy pickings of the public's money that way. \xa0We get it.""",PrivateTest
1,,"""""Ooooh, that jungle love they give us is SWEET!!!""===================================Yepper! You were born and raised, in the jungle by apes and monkeys! When you go to the zoo, the FIRST place you visit is the monkey section!Remember, tarzan the apeboy? You are apes and monkeys. What was his FAVORITE pet...the monkey! Remember that white bitch, that lived with gorillas for 18 years? HUH? Her name was Dian Fossey, a zoologist/zoophilia. What about the white bitch, who was sexing her monkey, that ended up tearing her face apart? REMEMBER THAT?CUT THE HAIR OFF A MONKEY; YOU WILL GET A HONKEY, i.e., thin lips, flat red ass, slumped over, big ears, funky stinch odor, and are easily trained!Now, go back to the jungle with your monkey/ape family! lolJUNGLE LOVE...you got that right! Y\\'all caucasoid monkeys LOVE apes and gorillas!!!beastiality = 1. Sexual relations between a person and an animal, including intercourse, masturbation, cunnilingus, frottage (rubbing), anal penetration, or having ones genitals licked by an animal. 2. A synonym for zoophilia, but a distinction is sometimes made between bestiality, a sexual act with animals, and zoophilia, sexual arousal from contacts with animals. BYE, MONKEY BOY or tarzan, the apeboy!""",PublicTest
0,20120612052038Z,"""HOLY HOT DAMN you already raised $76,000??? shit haha that is impressive... what a bunch of toolbags at funnyjunk with an idiot lawyer..""",PrivateTest
1,20120529051515Z,"""no i am not..... but for you to go threw all that trouble to create a name, saying that im gay......you must be a fuking fagot who has no life and wants attention....get a life!!!""",PrivateTest
1,20120619141532Z,"""Anoel\xa0\xa0 -\xa0\xa0 Gotta go do ""real"" work but I still want an anoellment from ya.\xa0 You are a waste of humanity\xa0.\xa0 :-(""",PublicTest
0,20120529215928Z,"""the only thing more embarrassing than the corrupt UN is.......the fact we house them here in the US\n\nthe UN needs to get out of america......they always needed us more than we ever needed them, hey, like all liberals!""",PrivateTest
0,20120528135217Z,"""You need to find that post..... if you can. I and others find you to be full of it.""",PrivateTest
0,20120529150724Z,"""Bad officiating or whatever.  If you think you can beat Miami getting out rebounded by 15, shooting 50% from the free throw, and giving up so many points in the point, you're nuts.  Non of those had nothing to do with bad officiating. Point blank...""",PrivateTest
0,20120529210450Z,"""This is an example of what is wrong with America""",PublicTest
0,20120527153956Z,"""Another long-runnung saga,manna from heaven for Soccernet.Who will sign first-the new Pool manager,or RVP for ......... club?""",PrivateTest
1,20120515194909Z,"""I never said I was smart. In fact I'm a complete moron. Which goes to show just how stupid you are. CBS, NBC, and fox sell advertising TIME. The billboard owner sells advertising SPACE. All sold to the advertisers that want to sell you their crap.""",PrivateTest
0,20120612013802Z,"""I'm sorry but never regret right above your crotch is a bit trashy.""",PrivateTest
0,,"""@purporter I didn't call it a joke, so I guess you aren't able to read much of anything either.""",PrivateTest
0,20120527180020Z,"""It's pretty awesome that you've got that display case for your SNES. That's a damn impressive music collection too. It's nice to see I'm not the only one who still buys albums instead of just downloading them like a douche.\n\nI can't think of one particular thing that I would love to get my hands on simply because I've never seen something that means so damn much to me that's almost impossible to find. I guess the best I can think of would be having Martin Brodeur autograph my New Jersey Devils jersey or hat. That would definitely become one of my most prized possession's instantly""",PrivateTest
1,20120620155153Z,"""Hey, Jimmy: go fuck yourself.""",PrivateTest
1,20120320161658Z,"""@pc_tool\n\nThe difference is that I don't go around trash talking in android articles!!!!\n\nAre you that fukn stoopid!!!??????\n\nI never read android shit....  Damn ur such a fukn idiot!!!\n\nYour idiocy has literally upset me!!!!\n\nHow can a human be that fukn stoopid??????""",PrivateTest
1,20120320142743Z,"""still spewing your ignorance i see...........phuk off jack a $ $ !!!!!!!!!!!!!!!!!!!!!""",PrivateTest
0,20120502180924Z,"""Depression is a bastardly bastard.\xa0 It's the worst.\xa0 Glad you're on the move. I've been struggling the past couple of months and am just now getting my shit together.\xa0 It's a hideous time.""",PrivateTest
1,,"""Rightasshole. That\\'s why all those people were ki//ed. Because of your ""calming"" effect. P i ss on obama.""",PrivateTest
0,20120530011029Z,"""Verlander is the best pitcher in baseball but he's not ready for prime time as he continues to get owned by the Yankees and red sox. Some guys just don't have the mental to tackle the biggest of the stages...no offense to tiger fans because he's great but shutting down the twins isn't exactly the same as shutting down the AL East.""",PublicTest
0,20120527233729Z,"""<b>Earn this:\nSaving Private Ryan\nVIDEO\n\nhttp://www.youtube.com/watch?v=1r8zgU7wE8w""",PrivateTest
0,20120619193340Z,"""@Rourke needs to give me a fucking like\xa0\xa0@aciddragon\xa0\n\xa0\nMmmmmm...Babcock!\n\xa0\nHeheh. Cock.""",PrivateTest
0,20120619175614Z,"""@Rourke needs to give me a fucking like\xa0\xa0@Preparation_A Does wayne brady need to slap a bitch?""",PrivateTest
1,20120612052907Z,"""Asta luego ayi deje unas hijas de puta radrando como perras qu\xe9 son a chingar su madres y clone m\xe9tete un balazo puto no tienes vida. Saludos desde Texas fuck you hating ass fags 18 wheeler driver out here!!!!!""",PrivateTest
0,20120609184344Z,"""Up is down, black is white, right Guardian? \xa0I am neither stupid nor hateful. \xa0I haven't revealed my political alliance except to say that I thought that Bush and Cheney were an illness on the country. \xa0That tells you little about what I think of Obama or the GOP or the Dems or anything else. \xa0Your polar mentality might think it does, but it doesn't. \xa0\n\nI'm standing up for law and order. \xa0You are standing up for treason. \xa0Can you hear the party van a'comin'?""",PrivateTest
0,20120528211316Z,"""The series won't make it this far""",PrivateTest
1,20120619012450Z,"""Hey moron ""JOBS_ONE"", the Hispanics already know that this doesn't provide a pathway to citizenship. \n\n\n\nHow long do you think it's going to take for you to figure that out???""",PrivateTest
0,20120529181807Z,"""Cultural food differences, for starters. \xa0That isn't even going into demographics...""",PrivateTest
0,20120612020447Z,"""LoL thats a good reason to think the suspect is black if his picture is black LMAO""",PrivateTest
